Time,Usage,UserID
2022-06-24 00:01:01.611966,11825,1
2022-06-24 01:01:01.612053,11214,1
2022-06-24 02:01:01.612159,10171,1
2022-06-24 03:01:01.612242,12461,1
2022-06-24 04:01:01.612324,24286,1
2022-06-24 05:01:01.612406,13735,1
2022-06-24 06:01:01.612488,13369,1
2022-06-24 07:01:01.612571,13067,1
2022-06-24 08:01:01.612662,14818,1
2022-06-24 09:01:01.612745,10344,1
2022-06-24 10:01:01.612828,13210,1
2022-06-24 11:01:01.612910,15911,1
2022-06-24 12:01:01.613003,13691,1
2022-06-24 13:01:01.613083,13567,1
2022-06-24 14:01:01.613181,13344,1
2022-06-24 15:01:01.613263,14667,1
2022-06-24 16:01:01.613338,28406,1
2022-06-24 17:01:01.613416,15989,1
2022-06-24 18:01:01.613494,16509,1
2022-06-24 19:01:01.613571,16386,1
2022-06-24 20:01:01.613650,17832,1
2022-06-24 21:01:01.613729,13927,1
2022-06-24 22:01:01.613816,17289,1
2022-06-24 23:01:01.613899,20550,1
2022-06-25 00:01:01.613985,17103,1
2022-06-25 01:01:01.614064,15882,1
2022-06-25 02:01:01.614161,14684,1
2022-06-25 03:01:01.614241,16007,1
2022-06-25 04:01:01.614323,27128,1
2022-06-25 05:01:01.614406,17727,1
2022-06-25 06:01:01.614491,17412,1
2022-06-25 07:01:01.614573,18252,1
2022-06-25 08:01:01.614653,19263,1
2022-06-25 09:01:01.614731,14358,1
2022-06-25 10:01:01.614811,18717,1
2022-06-25 11:01:01.614892,22016,1
2022-06-25 12:01:01.614983,19176,1
2022-06-25 13:01:01.615062,18111,1
2022-06-25 14:01:01.615157,17507,1
2022-06-25 15:01:01.615238,19828,1
2022-06-25 16:01:01.615313,32638,1
2022-06-25 17:01:01.615388,22145,1
2022-06-25 18:01:01.615464,20637,1
2022-06-25 19:01:01.615541,21492,1
2022-06-25 20:01:01.615617,22388,1
2022-06-25 21:01:01.615694,15663,1
2022-06-25 22:01:01.615776,20322,1
2022-06-25 23:01:01.615857,24438,1
2022-06-26 00:01:01.615938,20616,1
2022-06-26 01:01:01.616038,20260,1
2022-06-26 02:01:01.616141,18134,1
2022-06-26 03:01:01.616221,21714,1
2022-06-26 04:01:01.616300,6938,1
2022-06-26 05:01:01.616379,9182,1
2022-06-26 06:01:01.616458,11187,1
2022-06-26 07:01:01.616539,9867,1
2022-06-26 08:01:01.616620,10013,1
2022-06-26 09:01:01.616701,7902,1
2022-06-26 10:01:01.616782,9735,1
2022-06-26 11:01:01.616858,20016,1
2022-06-26 12:01:01.616935,10620,1
2022-06-26 13:01:01.617064,10439,1
2022-06-26 14:01:01.617156,10349,1
2022-06-26 15:01:01.617233,12134,1
2022-06-26 16:01:01.617310,8194,1
2022-06-26 17:01:01.617386,10654,1
2022-06-26 18:01:01.617466,13244,1
2022-06-26 19:01:01.617547,11825,1
2022-06-26 20:01:01.617629,11214,1
2022-06-26 21:01:01.617709,10171,1
2022-06-26 22:01:01.617788,12461,1
2022-06-26 23:01:01.617867,24286,1
2022-06-27 00:01:01.617947,13735,1
2022-06-27 01:01:01.618035,13369,1
2022-06-27 02:01:01.618132,13067,1
2022-06-27 03:01:01.618212,14818,1
2022-06-27 04:01:01.618288,10344,1
2022-06-27 05:01:01.618367,13210,1
2022-06-27 06:01:01.618447,15911,1
2022-06-27 07:01:01.618528,13691,1
2022-06-27 08:01:01.618609,13567,1
2022-06-27 09:01:01.618688,13344,1
2022-06-27 10:01:01.618768,14667,1
2022-06-27 11:01:01.618855,28406,1
2022-06-27 12:01:01.618945,15989,1
2022-06-27 13:01:01.619034,16509,1
2022-06-27 14:01:01.619132,16386,1
2022-06-27 15:01:01.619221,17832,1
2022-06-27 16:01:01.619302,13927,1
2022-06-27 17:01:01.619378,17289,1
2022-06-27 18:01:01.619460,20550,1
2022-06-27 19:01:01.619541,17103,1
2022-06-27 20:01:01.619621,15882,1
2022-06-27 21:01:01.619702,14684,1
2022-06-27 22:01:01.619788,16007,1
2022-06-27 23:01:01.619869,27128,1
2022-06-28 00:01:01.619950,17727,1
2022-06-28 01:01:01.620040,17412,1
2022-06-28 02:01:01.620132,18252,1
2022-06-28 03:01:01.620214,19263,1
2022-06-28 04:01:01.620309,14358,1
2022-06-28 05:01:01.620389,18717,1
2022-06-28 06:01:01.620469,22016,1
2022-06-28 07:01:01.620549,19176,1
2022-06-28 08:01:01.620632,18111,1
2022-06-28 09:01:01.620715,17507,1
2022-06-28 10:01:01.620806,19828,1
2022-06-28 11:01:01.620903,32638,1
2022-06-28 12:01:01.621011,22145,1
2022-06-28 13:01:01.621107,20637,1
2022-06-28 14:01:01.621225,21492,1
2022-06-28 15:01:01.621317,22388,1
2022-06-28 16:01:01.621404,15663,1
2022-06-28 17:01:01.621492,20322,1
2022-06-28 18:01:01.621588,24438,1
2022-06-28 19:01:01.621685,20616,1
2022-06-28 20:01:01.621789,20260,1
2022-06-28 21:01:01.621888,18134,1
2022-06-28 22:01:01.622000,21714,1
2022-06-28 23:01:01.622099,6938,1
2022-06-29 00:01:01.622216,9182,1
2022-06-29 01:01:01.622315,11187,1
2022-06-29 02:01:01.622411,9867,1
2022-06-29 03:01:01.622504,10013,1
2022-06-29 04:01:01.622599,7902,1
2022-06-29 05:01:01.622694,9735,1
2022-06-29 06:01:01.622788,20016,1
2022-06-29 07:01:01.622876,10620,1
2022-06-29 08:01:01.622983,10439,1
2022-06-29 09:01:01.623074,10349,1
2022-06-29 10:01:01.623193,12134,1
2022-06-29 11:01:01.623291,8194,1
2022-06-29 12:01:01.623388,10654,1
2022-06-29 13:01:01.623493,13244,1
2022-06-29 14:01:01.623586,11825,1
2022-06-29 15:01:01.623672,11214,1
2022-06-29 16:01:01.623763,10171,1
2022-06-29 17:01:01.623859,12461,1
2022-06-29 18:01:01.623969,24286,1
2022-06-29 19:01:01.624067,13735,1
2022-06-29 20:01:01.624193,13369,1
2022-06-29 21:01:01.624286,13067,1
2022-06-29 22:01:01.624388,14818,1
2022-06-29 23:01:01.624500,10344,1
2022-06-30 00:01:01.624617,13210,1
2022-06-30 01:01:01.624722,15911,1
2022-06-30 02:01:01.624823,13691,1
2022-06-30 03:01:01.624927,13567,1
2022-06-30 04:01:01.625042,13344,1
2022-06-30 05:01:01.625142,14667,1
2022-06-30 06:01:01.625236,28406,1
2022-06-30 07:01:01.625344,15989,1
2022-06-30 08:01:01.625454,16509,1
2022-06-30 09:01:01.625559,16386,1
2022-06-30 10:01:01.625654,17832,1
2022-06-30 11:01:01.625750,13927,1
2022-06-30 12:01:01.625859,17289,1
2022-06-30 13:01:01.625969,20550,1
2022-06-30 14:01:01.626067,17103,1
2022-06-30 15:01:01.626190,15882,1
2022-06-30 16:01:01.626293,14684,1
2022-06-30 17:01:01.626392,16007,1
2022-06-30 18:01:01.626488,27128,1
2022-06-30 19:01:01.626586,17727,1
2022-06-30 20:01:01.626684,17412,1
2022-06-30 21:01:01.626787,18252,1
2022-06-30 22:01:01.626883,19263,1
2022-06-30 23:01:01.626991,14358,1
2022-07-01 00:01:01.627071,18717,1
2022-07-01 01:01:01.627171,22016,1
2022-07-01 02:01:01.627246,19176,1
2022-07-01 03:01:01.627322,18111,1
2022-07-01 04:01:01.627401,17507,1
2022-07-01 05:01:01.627488,19828,1
2022-07-01 06:01:01.627564,32638,1
2022-07-01 07:01:01.627642,22145,1
2022-07-01 08:01:01.627717,20637,1
2022-07-01 09:01:01.627792,21492,1
2022-07-01 10:01:01.627869,22388,1
2022-07-01 11:01:01.627946,15663,1
2022-07-01 12:01:01.628037,20322,1
2022-07-01 13:01:01.628133,24438,1
2022-07-01 14:01:01.628217,20616,1
2022-07-01 15:01:01.628301,20260,1
2022-07-01 16:01:01.628382,18134,1
2022-07-01 17:01:01.628589,21714,1
2022-07-01 18:01:01.628763,6938,1
2022-07-01 19:01:01.628859,9182,1
2022-07-01 20:01:01.628951,11187,1
2022-07-01 21:01:01.629085,9867,1
2022-07-01 22:01:01.629220,10013,1
2022-07-01 23:01:01.629313,7902,1
2022-07-02 00:01:01.629404,9735,1
2022-07-02 01:01:01.629492,20016,1
2022-07-02 02:01:01.629593,10620,1
2022-07-02 03:01:01.629705,10439,1
2022-07-02 04:01:01.629816,10349,1
2022-07-02 05:01:01.629935,12134,1
2022-07-02 06:01:01.630023,8194,1
2022-07-02 07:01:01.630134,10654,1
2022-07-02 08:01:01.630223,13244,1
2022-07-02 09:01:01.630307,11825,1
2022-07-02 10:01:01.630389,11214,1
2022-07-02 11:01:01.630465,10171,1
2022-07-02 12:01:01.630541,12461,1
2022-07-02 13:01:01.630618,24286,1
2022-07-02 14:01:01.630708,13735,1
2022-07-02 15:01:01.630784,13369,1
2022-07-02 16:01:01.630863,13067,1
2022-07-02 17:01:01.630940,14818,1
2022-07-02 18:01:01.631019,10344,1
2022-07-02 19:01:01.631104,13210,1
2022-07-02 20:01:01.631197,15911,1
2022-07-02 21:01:01.631275,13691,1
2022-07-02 22:01:01.631354,13567,1
2022-07-02 23:01:01.631433,13344,1
2022-07-03 00:01:01.631521,14667,1
2022-07-03 01:01:01.631601,28406,1
2022-07-03 02:01:01.631680,15989,1
2022-07-03 03:01:01.631757,16509,1
2022-07-03 04:01:01.631835,16386,1
2022-07-03 05:01:01.631913,17832,1
2022-07-03 06:01:01.631992,13927,1
2022-07-03 07:01:01.632079,17289,1
2022-07-03 08:01:01.632176,20550,1
2022-07-03 09:01:01.632259,17103,1
2022-07-03 10:01:01.632338,15882,1
2022-07-03 11:01:01.632417,14684,1
2022-07-03 12:01:01.632517,16007,1
2022-07-03 13:01:01.632596,27128,1
2022-07-03 14:01:01.632677,17727,1
2022-07-03 15:01:01.632756,17412,1
2022-07-03 16:01:01.632857,18252,1
2022-07-03 17:01:01.632938,19263,1
2022-07-03 18:01:01.633018,14358,1
2022-07-03 19:01:01.633104,18717,1
2022-07-03 20:01:01.633198,22016,1
2022-07-03 21:01:01.633276,19176,1
2022-07-03 22:01:01.633353,18111,1
2022-07-03 23:01:01.633429,17507,1
2022-07-04 00:01:01.633505,19828,1
2022-07-04 01:01:01.633581,32638,1
2022-07-04 02:01:01.633660,22145,1
2022-07-04 03:01:01.633740,20637,1
2022-07-04 04:01:01.633817,21492,1
2022-07-04 05:01:01.633897,22388,1
2022-07-04 06:01:01.633979,15663,1
2022-07-04 07:01:01.634071,20322,1
2022-07-04 08:01:01.634166,24438,1
2022-07-04 09:01:01.634244,20616,1
2022-07-04 10:01:01.634326,20260,1
2022-07-04 11:01:01.634411,18134,1
2022-07-04 12:01:01.634494,21714,1
2022-07-04 13:01:01.634582,6938,1
2022-07-04 14:01:01.634663,9182,1
2022-07-04 15:01:01.634743,11187,1
2022-07-04 16:01:01.634823,9867,1
2022-07-04 17:01:01.634901,10013,1
2022-07-04 18:01:01.634980,7902,1
2022-07-04 19:01:01.635070,9735,1
2022-07-04 20:01:01.635167,20016,1
2022-07-04 21:01:01.635247,10620,1
2022-07-04 22:01:01.635329,10439,1
2022-07-04 23:01:01.635408,10349,1
2022-07-05 00:01:01.635489,12134,1
2022-07-05 01:01:01.635573,8194,1
2022-07-05 02:01:01.635652,10654,1
2022-07-05 03:01:01.635730,13244,1
2022-07-05 04:01:01.635809,11825,1
2022-07-05 05:01:01.635898,11214,1
2022-07-05 06:01:01.635983,10171,1
2022-07-05 07:01:01.636083,12461,1
2022-07-05 08:01:01.636195,24286,1
2022-07-05 09:01:01.636292,13735,1
2022-07-05 10:01:01.636373,13369,1
2022-07-05 11:01:01.636454,13067,1
2022-07-05 12:01:01.636536,14818,1
2022-07-05 13:01:01.636626,10344,1
2022-07-05 14:01:01.636714,13210,1
2022-07-05 15:01:01.636804,15911,1
2022-07-05 16:01:01.636892,13691,1
2022-07-05 17:01:01.636980,13567,1
2022-07-05 18:01:01.637084,13344,1
2022-07-05 19:01:01.637202,14667,1
2022-07-05 20:01:01.637301,28406,1
2022-07-05 21:01:01.637403,15989,1
2022-07-05 22:01:01.637493,16509,1
2022-07-05 23:01:01.637584,16386,1
2022-07-06 00:01:01.637676,17832,1
2022-07-06 01:01:01.637772,13927,1
2022-07-06 02:01:01.637866,17289,1
2022-07-06 03:01:01.637964,20550,1
2022-07-06 04:01:01.638075,17103,1
2022-07-06 05:01:01.638184,15882,1
2022-07-06 06:01:01.638271,14684,1
2022-07-06 07:01:01.638365,16007,1
2022-07-06 08:01:01.638459,27128,1
2022-07-06 09:01:01.638572,17727,1
2022-07-06 10:01:01.638672,17412,1
2022-07-06 11:01:01.638768,18252,1
2022-07-06 12:01:01.638853,19263,1
2022-07-06 13:01:01.638943,14358,1
2022-07-06 14:01:01.639054,18717,1
2022-07-06 15:01:01.639175,22016,1
2022-07-06 16:01:01.639269,19176,1
2022-07-06 17:01:01.639367,18111,1
2022-07-06 18:01:01.639461,17507,1
2022-07-06 19:01:01.639564,19828,1
2022-07-06 20:01:01.639663,32638,1
2022-07-06 21:01:01.639759,22145,1
2022-07-06 22:01:01.639857,20637,1
2022-07-06 23:01:01.639959,21492,1
2022-07-07 00:01:01.640073,22388,1
2022-07-07 01:01:01.640190,15663,1
2022-07-07 02:01:01.640274,20322,1
2022-07-07 03:01:01.640355,24438,1
2022-07-07 04:01:01.640437,20616,1
2022-07-07 05:01:01.640519,20260,1
2022-07-07 06:01:01.640613,18134,1
2022-07-07 07:01:01.640700,21714,1
2022-07-07 07:01:01.640700,6938,1
2022-07-07 08:01:01.640784,9182,1
2022-07-07 09:01:01.640868,11187,1
2022-07-07 10:01:01.640947,9867,1
2022-07-07 11:01:01.641028,10013,1
2022-07-07 12:01:01.641135,7902,1
2022-07-07 13:01:01.641218,9735,1
2022-07-07 14:01:01.641295,20016,1
2022-07-07 15:01:01.641377,10620,1
2022-07-07 16:01:01.641457,10439,1
2022-07-07 17:01:01.641540,10349,1
2022-07-07 18:01:01.641624,12134,1
2022-07-07 19:01:01.641704,8194,1
2022-07-07 20:01:01.641786,10654,1
2022-07-07 21:01:01.641869,13244,1
2022-07-07 22:01:01.641953,11825,1
2022-07-07 23:01:01.642049,11214,1
2022-07-08 00:01:01.642161,10171,1
2022-07-08 01:01:01.642262,12461,1
2022-07-08 02:01:01.642341,24286,1
2022-07-08 03:01:01.642421,13735,1
2022-07-08 04:01:01.642504,13369,1
2022-07-08 05:01:01.642597,13067,1
2022-07-08 06:01:01.642679,14818,1
2022-07-08 07:01:01.642763,10344,1
2022-07-08 08:01:01.642844,13210,1
2022-07-08 09:01:01.642923,15911,1
2022-07-08 10:01:01.643003,13691,1
2022-07-08 11:01:01.643097,13567,1
2022-07-08 12:01:01.643196,13344,1
2022-07-08 13:01:01.643280,14667,1
2022-07-08 14:01:01.643364,28406,1
2022-07-08 15:01:01.643444,15989,1
2022-07-08 16:01:01.643526,16509,1
2022-07-08 17:01:01.643616,16386,1
2022-07-08 18:01:01.643697,17832,1
2022-07-08 19:01:01.643775,13927,1
2022-07-08 20:01:01.643859,17289,1
2022-07-08 21:01:01.643944,20550,1
2022-07-08 22:01:01.644027,17103,1
2022-07-08 23:01:01.644151,15882,1
2022-07-09 00:01:01.644235,14684,1
2022-07-09 01:01:01.644317,16007,1
2022-07-09 02:01:01.644396,27128,1
2022-07-09 03:01:01.644474,17727,1
2022-07-09 04:01:01.644556,17412,1
2022-07-09 05:01:01.644637,18252,1
2022-07-09 06:01:01.644717,19263,1
2022-07-09 07:01:01.644795,14358,1
2022-07-09 08:01:01.644874,18717,1
2022-07-09 09:01:01.644956,22016,1
2022-07-09 10:01:01.645054,19176,1
2022-07-09 11:01:01.645155,18111,1
2022-07-09 12:01:01.645232,17507,1
2022-07-09 13:01:01.645303,19828,1
2022-07-09 14:01:01.645373,32638,1
2022-07-09 15:01:01.645441,22145,1
2022-07-09 16:01:01.645509,20637,1
2022-07-09 17:01:01.645582,21492,1
2022-07-09 18:01:01.645662,22388,1
2022-07-09 19:01:01.645741,15663,1
2022-07-09 20:01:01.645819,20322,1
2022-07-09 21:01:01.645897,24438,1
2022-07-09 22:01:01.645979,20616,1
2022-07-09 23:01:01.646072,20260,1
2022-07-10 00:01:01.646171,18134,1
2022-07-10 01:01:01.646273,21714,1
2022-07-10 02:01:01.646356,6938,1
2022-07-10 03:01:01.646438,9182,1
2022-07-10 04:01:01.646515,11187,1
2022-07-10 05:01:01.646603,9867,1
2022-07-10 06:01:01.646685,10013,1
2022-07-10 07:01:01.646766,7902,1
2022-07-10 08:01:01.646852,9735,1
2022-07-10 09:01:01.646932,20016,1
2022-07-10 10:01:01.647009,10620,1
2022-07-10 11:01:01.647110,10439,1
2022-07-10 12:01:01.647215,10349,1
2022-07-10 13:01:01.647299,12134,1
2022-07-10 14:01:01.647390,8194,1
2022-07-10 15:01:01.647484,10654,1
2022-07-10 16:01:01.647579,13244,1
2022-07-10 17:01:01.647668,11825,1
2022-07-10 18:01:01.647764,11214,1
2022-07-10 19:01:01.647865,10171,1
2022-07-10 20:01:01.647957,12461,1
2022-07-10 21:01:01.648064,24286,1
2022-07-10 22:01:01.648179,13735,1
2022-07-10 23:01:01.648272,13369,1
2022-07-11 00:01:01.648365,13067,1
2022-07-11 01:01:01.648463,14818,1
2022-07-11 02:01:01.648567,10344,1
2022-07-11 03:01:01.648660,13210,1
2022-07-11 04:01:01.648753,15911,1
2022-07-11 05:01:01.648844,13691,1
2022-07-11 06:01:01.648939,13567,1
2022-07-11 07:01:01.649033,13344,1
2022-07-11 08:01:01.649158,14667,1
2022-07-11 09:01:01.649251,28406,1
2022-07-11 10:01:01.649343,15989,1
2022-07-11 11:01:01.649440,16509,1
2022-07-11 12:01:01.649534,16386,1
2022-07-11 13:01:01.649632,17832,1
2022-07-11 14:01:01.649725,13927,1
2022-07-11 15:01:01.649814,17289,1
2022-07-11 16:01:01.649920,20550,1
2022-07-11 17:01:01.650026,17103,1
2022-07-11 18:01:01.650164,15882,1
2022-07-11 19:01:01.650265,14684,1
2022-07-11 20:01:01.650361,16007,1
2022-07-11 21:01:01.650458,27128,1
2022-07-11 22:01:01.650554,17727,1
2022-07-11 23:01:01.650653,17412,1
2022-07-12 00:01:01.650749,18252,1
2022-07-12 01:01:01.650846,19263,1
2022-07-12 02:01:01.650946,14358,1
2022-07-12 03:01:01.651081,18717,1
2022-07-12 04:01:01.651200,22016,1
2022-07-12 05:01:01.651306,19176,1
2022-07-12 06:01:01.651405,18111,1
2022-07-12 07:01:01.651503,17507,1
2022-07-12 08:01:01.651609,19828,1
2022-07-12 09:01:01.651708,32638,1
2022-07-12 10:01:01.651805,22145,1
2022-07-12 11:01:01.651904,20637,1
2022-07-12 12:01:01.652007,21492,1
2022-07-12 13:01:01.652100,22388,1
2022-07-12 14:01:01.652213,15663,1
2022-07-12 15:01:01.652310,20322,1
2022-07-12 16:01:01.652408,24438,1
2022-07-12 17:01:01.652506,20616,1
2022-07-12 18:01:01.652623,20260,1
2022-07-12 19:01:01.652723,18134,1
2022-07-12 20:01:01.652821,21714,1
2022-07-12 21:01:01.652919,6938,1
2022-07-12 22:01:01.653022,9182,1
2022-07-12 23:01:01.653161,11187,1
2022-07-13 00:01:01.653262,9867,1
2022-07-13 01:01:01.653363,10013,1
2022-07-13 02:01:01.653460,7902,1
2022-07-13 03:01:01.653568,9735,1
2022-07-13 04:01:01.653673,20016,1
2022-07-13 05:01:01.653768,10620,1
2022-07-13 06:01:01.653862,10439,1
2022-07-13 07:01:01.653961,10349,1
2022-07-13 08:01:01.654078,12134,1
2022-07-13 09:01:01.654206,8194,1
2022-07-13 10:01:01.654315,10654,1
2022-07-13 11:01:01.654422,13244,1
2022-07-13 12:01:01.654524,11825,1
2022-07-13 13:01:01.654631,11214,1
2022-07-13 14:01:01.654739,10171,1
2022-07-13 15:01:01.654839,12461,1
2022-07-13 16:01:01.654938,24286,1
2022-07-13 17:01:01.655035,13735,1
2022-07-13 18:01:01.655166,13369,1
2022-07-13 19:01:01.655263,13067,1
2022-07-13 20:01:01.655363,14818,1
2022-07-13 21:01:01.655464,10344,1
2022-07-13 22:01:01.655562,13210,1
2022-07-13 23:01:01.655663,15911,1
2022-07-14 00:01:01.655761,13691,1
2022-07-14 01:01:01.655870,13567,1
2022-07-14 02:01:01.655979,13344,1
2022-07-14 03:01:01.656098,14667,1
2022-07-14 04:01:01.656219,28406,1
2022-07-14 05:01:01.656321,15989,1
2022-07-14 06:01:01.656419,16509,1
2022-07-14 07:01:01.656519,16386,1
2022-07-14 08:01:01.656620,17832,1
2022-07-14 09:01:01.656721,13927,1
2022-07-14 10:01:01.656819,17289,1
2022-07-14 11:01:01.656922,20550,1
2022-07-14 12:01:01.657015,17103,1
2022-07-14 13:01:01.657144,15882,1
2022-07-14 14:01:01.657246,14684,1
2022-07-14 15:01:01.657347,16007,1
2022-07-14 16:01:01.657443,27128,1
2022-07-14 17:01:01.657528,17727,1
2022-07-14 18:01:01.657619,17412,1
2022-07-14 19:01:01.657708,18252,1
2022-07-14 20:01:01.657807,19263,1
2022-07-14 21:01:01.657910,14358,1
2022-07-14 22:01:01.658009,18717,1
2022-07-14 23:01:01.659149,22016,1
2022-07-15 00:01:01.659237,19176,1
2022-07-15 01:01:01.659325,18111,1
2022-07-15 02:01:01.659414,17507,1
2022-07-15 03:01:01.659502,19828,1
2022-07-15 04:01:01.659589,32638,1
2022-07-15 05:01:01.659671,22145,1
2022-07-15 06:01:01.659756,20637,1
2022-07-15 07:01:01.659863,21492,1
2022-07-15 08:01:01.659952,22388,1
2022-07-15 09:01:01.660050,15663,1
2022-07-15 10:01:01.660161,20322,1
2022-07-15 11:01:01.660251,24438,1
2022-07-15 12:01:01.660337,20616,1
2022-07-15 13:01:01.660425,20260,1
2022-07-15 14:01:01.660510,18134,1
2022-07-15 15:01:01.660596,21714,1
2022-07-15 16:01:01.660682,6938,1
2022-07-15 17:01:01.660770,9182,1
2022-07-15 18:01:01.660861,11187,1
2022-07-15 19:01:01.660946,9867,1
2022-07-15 20:01:01.661033,10013,1
2022-07-15 21:01:01.661168,7902,1
2022-07-15 22:01:01.661256,9735,1
2022-07-15 23:01:01.661336,20016,1
2022-07-16 00:01:01.661418,10620,1
2022-07-16 01:01:01.661501,10439,1
2022-07-16 02:01:01.661594,10349,1
2022-07-16 03:01:01.661678,12134,1
2022-07-16 04:01:01.661762,8194,1
2022-07-16 05:01:01.661844,10654,1
2022-07-16 06:01:01.661928,13244,1
2022-07-16 07:01:01.662013,11825,1
2022-07-16 08:01:01.662108,11214,1
2022-07-16 09:01:01.662210,10171,1
2022-07-16 10:01:01.662294,12461,1
2022-07-16 11:01:01.662377,24286,1
2022-07-16 12:01:01.662460,13735,1
2022-07-16 13:01:01.662621,13369,1
2022-07-16 14:01:01.662860,13067,1
2022-07-16 15:01:01.662955,14818,1
2022-07-16 16:01:01.663052,10344,1
2022-07-16 17:01:01.663180,13210,1
2022-07-16 18:01:01.663274,15911,1
2022-07-16 19:01:01.663370,13691,1
2022-07-16 20:01:01.663456,13567,1
2022-07-16 21:01:01.663601,13344,1
2022-07-16 22:01:01.663703,14667,1
2022-07-16 23:01:01.663794,28406,1
2022-07-17 00:01:01.663879,15989,1
2022-07-17 01:01:01.663959,16509,1
2022-07-17 02:01:01.664038,16386,1
2022-07-17 03:01:01.664136,17832,1
2022-07-17 04:01:01.664218,13927,1
2022-07-17 05:01:01.664296,17289,1
2022-07-17 06:01:01.664374,20550,1
2022-07-17 07:01:01.664449,17103,1
2022-07-17 08:01:01.664535,15882,1
2022-07-17 09:01:01.664615,14684,1
2022-07-17 10:01:01.664695,16007,1
2022-07-17 11:01:01.664774,27128,1
2022-07-17 12:01:01.664850,17727,1
2022-07-17 13:01:01.664925,17412,1
2022-07-17 14:01:01.664999,18252,1
2022-07-17 15:01:01.665075,19263,1
2022-07-17 16:01:01.665167,14358,1
2022-07-17 17:01:01.665242,18717,1
2022-07-17 18:01:01.665317,22016,1
2022-07-17 19:01:01.665395,19176,1
2022-07-17 20:01:01.665474,18111,1
2022-07-17 21:01:01.665561,17507,1
2022-07-17 22:01:01.665641,19828,1
2022-07-17 23:01:01.665721,32638,1
2022-07-18 00:01:01.665803,22145,1
2022-07-18 01:01:01.665884,20637,1
2022-07-18 02:01:01.665964,21492,1
2022-07-18 03:01:01.666043,22388,1
2022-07-18 04:01:01.666143,15663,1
2022-07-18 05:01:01.666228,20322,1
